"term_id","langs","country","term","type","code_lang","hl","gl","Collection date","Result number","Link","domain","top-level domain","link_type","link_accessibility","site_type","content_producer","How recent is the information?","What is the author background?","Are there major scientific errors in the link?","How accurate is the scientific content presented in the link?","Jargon score","Are the following sources available in the link? (mark all that apply)","agg_sci_qual","agg_sci_qual_norm","ndcg"
"5","French","Paris,Paris,Ile-de-France,France","Environnement","Canonical Scientific Issues","fr","fr","fr","4.12.2022",1,"https://www.midilibre.fr/2022/12/03/environnement-il-faut-quon-sy-mette-tous-ensemble-quand-les-jeunes-sengagent-pour-la-planete-10842249.php","www.midilibre.fr","midilibre.fr",3,1,1,11,4,2,2,0,3,"3",6.5,3.75,0.928405029207015
"5","French","Kinshasa,Democratic Republic of the Congo","Environnement","Canonical Scientific Issues","fr","fr","cg","4.12.2022",2,"https://www.techno-science.net/definition/3469.html","www.techno-science.net","techno-science.net",1,1,5,7,1,1,2,3,1,"6,9",6,2.75,0.908560279526059
"5","French","Kinshasa,Democratic Republic of the Congo","Environnement","Canonical Scientific Issues","fr","fr","cg","4.12.2022",4,"https://www.toupie.org/Dictionnaire/Environnement.htm","www.toupie.org","toupie.org",1,1,1,17,1,1,2,3,3,"6",5,2.25,0.908560279526059
"5","French","Paris,Paris,Ile-de-France,France","Environnement","Canonical Scientific Issues","fr","fr","fr","4.12.2022",4,"https://www.midilibre.fr/2022/12/04/environnement-quand-les-citoyens-financent-eux-memes-des-projets-denergies-renouvelables-10842444.php","www.midilibre.fr","midilibre.fr",3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.928405029207015
"5","French","Paris,Paris,Ile-de-France,France","Environnement","Canonical Scientific Issues","fr","fr","fr","4.12.2022",6,"https://www.actu-environnement.com/","www.actu-environnement.com","actu-environnement.com",1,4,2,11,1,1,0,0,0,"5,6",4,1.25,0.928405029207015
"5","French","Kinshasa,Democratic Republic of the Congo","Environnement","Canonical Scientific Issues","fr","fr","cg","4.12.2022",7,"https://www.developpement-durable.gouv.cg/","www.developpement-durable.gouv.cg","gouv.cg",1,1,2,1,1,1,2,3,3,"5,6",9,3.75,0.908560279526059
"5","French","Paris,Paris,Ile-de-France,France","Environnement","Canonical Scientific Issues","fr","fr","fr","4.12.2022",7,"https://www.francetvinfo.fr/monde/environnement/","www.francetvinfo.fr","francetvinfo.fr",1,4,2,11,1,1,0,0,0,"5,6",4,1.25,0.928405029207015
"5","French","Paris,Paris,Ile-de-France,France","Environnement","Canonical Scientific Issues","fr","fr","fr","4.12.2022",8,"https://www.ecologie.gouv.fr/","www.ecologie.gouv.fr","ecologie.gouv.fr",1,4,2,1,1,1,0,0,0,"5,6",5,1.75,0.928405029207015
"5","French","Kinshasa,Democratic Republic of the Congo","Environnement","Canonical Scientific Issues","fr","fr","cg","4.12.2022",9,"https://www.projetecolo.com/qu-est-ce-que-l-environnement-definition-et-resume-200.html","www.projetecolo.com","projetecolo.com",1,1,5,11,4,2,2,3,3,"5,6",7.5,3.75,0.908560279526059
"5","French","Kinshasa,Democratic Republic of the Congo","Environnement","Canonical Scientific Issues","fr","fr","cg","4.12.2022",10,"https://www.studyrama.com/formations/specialites/environnement-developpement-durable","www.studyrama.com","studyrama.com",1,1,5,12,1,1,2,3,3,"5,6",8,3.5,0.908560279526059
"5","French","Paris,Paris,Ile-de-France,France","Environnement","Canonical Scientific Issues","fr","fr","fr","4.12.2022",12,"https://www.huffingtonpost.fr/environnement/","www.huffingtonpost.fr","huffingtonpost.fr",1,4,2,11,1,1,0,0,0,"5,6",4,1.25,0.928405029207015
"6","French","Paris,Paris,Ile-de-France,France","Écosystème","Canonical Scientific Issues","fr","fr","fr","4.12.2022",2,"https://youmatter.world/fr/definition/ecosysteme-definition-enjeux/","youmatter.world","youmatter.world",1,1,1,11,4,1,2,3,2,"6",5,2.75,0.864701542759526
"6","French","Kinshasa,Democratic Republic of the Congo","Écosystème","Canonical Scientific Issues","fr","fr","cg","4.12.2022",3,"https://www.futura-sciences.com/planete/definitions/environnement-ecosysteme-135/","www.futura-sciences.com","futura-sciences.com",1,1,5,7,1,1,2,3,1,"5,6",5,2,1
"6","French","Paris,Paris,Ile-de-France,France","Écosystème","Canonical Scientific Issues","fr","fr","fr","4.12.2022",3,"https://www.ecosystem.eco/","www.ecosystem.eco","ecosystem.eco",1,4,2,2,1,1,0,0,0,"5,6",4,1.25,0.864701542759526
"6","French","Paris,Paris,Ile-de-France,France","Écosystème","Canonical Scientific Issues","fr","fr","fr","4.12.2022",4,"https://www.larousse.fr/dictionnaires/francais/%C3%A9cosyst%C3%A8me/27682","www.larousse.fr","larousse.fr",1,1,1,10,1,1,2,3,2,"6",7,3.25,0.864701542759526
"6","French","Paris,Paris,Ile-de-France,France","Écosystème","Canonical Scientific Issues","fr","fr","fr","4.12.2022",9,"http://geoconfluences.ens-lyon.fr/informations-scientifiques/a-la-une/notion-a-la-une/notion-a-la-une-ecosysteme","geoconfluences.ens-lyon.fr","ens-lyon.fr",1,1,5,6,3,3,2,3,1,"5,6,7,8,9",9,4,0.864701542759526
"8","French","Kinshasa,Democratic Republic of the Congo","Pollution","Canonical Scientific Issues","fr","fr","cg","4.12.2022",3,"https://www.quebecscience.qc.ca/pose-ta-colle/quest-ce-que-la-pollution/","www.quebecscience.qc.ca","quebecscience.qc.ca",1,1,5,7,3,1,2,3,3,"5,6",7,3,0.836046769996282
"8","French","Paris,Paris,Ile-de-France,France","Pollution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",3,"https://www.airparif.asso.fr/surveiller-la-pollution/la-pollution-en-direct-en-ile-de-france","www.airparif.asso.fr","airparif.asso.fr",1,1,5,3,4,1,2,3,1,"4,5,6,7",8,3.75,0.938783025936389
"8","French","Paris,Paris,Ile-de-France,France","Pollution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",4,"https://www.airparif.asso.fr/accueil-airparif","www.airparif.asso.fr","airparif.asso.fr",1,1,2,3,4,1,2,3,3,"4,5,6,7",11,5,0.938783025936389
"8","French","Kinshasa,Democratic Republic of the Congo","Pollution","Canonical Scientific Issues","fr","fr","cg","4.12.2022",4,"https://www.lexpress.fr/actualite/societe/environnement/pollution-lumineuse-la-trame-noire-permettra-t-elle-de-sauver-les-especes-nocturnes_2184294.html","www.lexpress.fr","lexpress.fr",3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.836046769996282
"8","French","Paris,Paris,Ile-de-France,France","Pollution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",5,"https://www.lexpress.fr/actualite/societe/environnement/pollution-lumineuse-la-trame-noire-permettra-t-elle-de-sauver-les-especes-nocturnes_2184294.html","www.lexpress.fr","lexpress.fr",3,4,1,11,4,2,NA,NA,0,NA,1.5,1.25,0.938783025936389
"8","French","Kinshasa,Democratic Republic of the Congo","Pollution","Canonical Scientific Issues","fr","fr","cg","4.12.2022",7,"https://www.futura-sciences.com/planete/actualites/pollution-96-europe-exposee-pollution-dangereuse-particules-102027/","www.futura-sciences.com","futura-sciences.com",3,1,5,7,4,3,2,3,3,"4,5,6,7",10,4.75,0.836046769996282
"8","French","Kinshasa,Democratic Republic of the Congo","Pollution","Canonical Scientific Issues","fr","fr","cg","4.12.2022",8,"https://www.conservation-nature.fr/ecologie/la-pollution-de-lair/","www.conservation-nature.fr","conservation-nature.fr",1,1,5,11,1,1,2,3,3,"5,6,7",7,3,0.836046769996282
"8","French","Paris,Paris,Ile-de-France,France","Pollution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",8,"https://reporterre.net/Bebes-mort-nes-la-pollution-de-l-air-en-cause","reporterre.net","reporterre.net",3,1,5,11,4,1,2,3,2,"5, 6",7,3.5,0.938783025936389
"8","French","Paris,Paris,Ile-de-France,France","Pollution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",9,"https://www.larousse.fr/dictionnaires/francais/pollution/62217","www.larousse.fr","larousse.fr",1,1,1,10,1,1,2,3,3,"1",6,3,0.938783025936389
"8","French","Kinshasa,Democratic Republic of the Congo","Pollution","Canonical Scientific Issues","fr","fr","cg","4.12.2022",9,"https://www.who.int/fr/health-topics/air-pollution#tab=tab_1","www.who.int","who.int",1,1,1,4,1,1,2,3,3,"5,6,7",6,2.5,0.836046769996282
"8","French","Kinshasa,Democratic Republic of the Congo","Pollution","Canonical Scientific Issues","fr","fr","cg","4.12.2022",13,"https://www.airparif.asso.fr/effets-de-la-pollution","www.airparif.asso.fr","airparif.asso.fr",1,1,1,2,1,1,2,3,3,"6,7,",5,2.25,0.836046769996282
"8","French","Paris,Paris,Ile-de-France,France","Pollution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",13,"https://www.20minutes.fr/planete/pollution/","www.20minutes.fr","20minutes.fr",1,4,2,11,1,1,0,0,0,"5,6",4,1.25,0.938783025936389
"12","French","Paris,Paris,Ile-de-France,France","Fungi","Canonical Scientific Issues","fr","fr","fr","4.12.2022",3,"https://www.nagwa.com/fr/explainers/325102871697/","www.nagwa.com","nagwa.com",1,1,5,6,1,1,2,3,2,"4,5,7",5,2,0.845678993702188
"12","French","Paris,Paris,Ile-de-France,France","Fungi","Canonical Scientific Issues","fr","fr","fr","4.12.2022",4,"https://www.aquaportail.com/definition-2357-fungus.html","www.aquaportail.com","aquaportail.com",1,1,5,17,2,1,2,3,1,"5,6",4,1.5,0.845678993702188
"12","French","Kinshasa,Democratic Republic of the Congo","Fungi","Canonical Scientific Issues","fr","fr","cg","4.12.2022",4,"https://microbiologysociety.org/why-microbiology-matters/what-is-microbiology/fungi.html","microbiologysociety.org","microbiologysociety.org",1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"12","French","Paris,Paris,Ile-de-France,France","Fungi","Canonical Scientific Issues","fr","fr","fr","4.12.2022",5,"https://www.britannica.com/science/fungus","www.britannica.com","britannica.com",1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.845678993702188
"12","French","Kinshasa,Democratic Republic of the Congo","Fungi","Canonical Scientific Issues","fr","fr","cg","4.12.2022",5,"https://ucmp.berkeley.edu/fungi/fungi.html","ucmp.berkeley.edu","berkeley.edu",1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"12","French","Paris,Paris,Ile-de-France,France","Fungi","Canonical Scientific Issues","fr","fr","fr","4.12.2022",9,"https://fr.bab.la/dictionnaire/anglais-francais/fungi","fr.bab.la","bab.la",1,4,2,10,1,1,0,0,3,"6",7,3,0.845678993702188
"12","French","Kinshasa,Democratic Republic of the Congo","Fungi","Canonical Scientific Issues","fr","fr","cg","4.12.2022",9,"https://biologydictionary.net/fungi/","biologydictionary.net","biologydictionary.net",1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"13","French","Paris,Paris,Ile-de-France,France","Mammifère","Canonical Scientific Issues","fr","fr","fr","4.12.2022",1,"https://www.cnrtl.fr/definition/mammif%C3%A8re","www.cnrtl.fr","cnrtl.fr",1,1,2,3,1,1,2,3,1,"9",5,2.25,1
"13","French","Paris,Paris,Ile-de-France,France","Mammifère","Canonical Scientific Issues","fr","fr","fr","4.12.2022",4,"https://www.larousse.fr/encyclopedie/divers/mammif%C3%A8re/67848","www.larousse.fr","larousse.fr",1,1,5,10,1,1,2,3,2,"5",5,2.25,1
"13","French","Paris,Paris,Ile-de-France,France","Mammifère","Canonical Scientific Issues","fr","fr","fr","4.12.2022",6,"https://www.futura-sciences.com/planete/definitions/classification-vivant-mammifere-2142/","www.futura-sciences.com","futura-sciences.com",1,1,5,7,1,1,2,3,2,"5,6,",5,2,1
"13","French","Paris,Paris,Ile-de-France,France","Mammifère","Canonical Scientific Issues","fr","fr","fr","4.12.2022",8,"https://www.techno-science.net/glossaire-definition/Mammifere.html","www.techno-science.net","techno-science.net",1,1,5,7,1,1,2,3,2,"5,6",5,2,1
"13","French","Kinshasa,Democratic Republic of the Congo","Mammifère","Canonical Scientific Issues","fr","fr","cg","4.12.2022",8,"https://www.thecanadianencyclopedia.ca/fr/article/mammifere","www.thecanadianencyclopedia.ca","thecanadianencyclopedia.ca",1,1,1,10,3,2,2,3,2,"5,6,9",9,4,1
"16","French","Paris,Paris,Ile-de-France,France","Solution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",1,"https://www.larousse.fr/dictionnaires/francais/solution/73361","www.larousse.fr","larousse.fr",1,1,1,10,1,1,2,3,3,"6",8,3.75,1
"16","French","Paris,Paris,Ile-de-France,France","Solution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",2,"https://www.linternaute.fr/dictionnaire/fr/definition/solution/","www.linternaute.fr","linternaute.fr",1,1,5,10,1,1,2,3,3,"5,6",8,3.5,1
"16","French","Paris,Paris,Ile-de-France,France","Solution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",3,"https://dictionnaire.lerobert.com/definition/solution","dictionnaire.lerobert.com","lerobert.com",1,1,1,10,1,1,2,3,3,"6",7,3.25,1
"16","French","Paris,Paris,Ile-de-France,France","Solution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",9,"https://dictionnaire.sensagent.leparisien.fr/solution/fr-fr/","dictionnaire.sensagent.leparisien.fr","leparisien.fr",1,1,1,10,1,1,2,3,3,"6",7,3.25,1
"16","French","Kinshasa,Democratic Republic of the Congo","Solution","Canonical Scientific Issues","fr","fr","cg","4.12.2022",9,"https://www.alloprof.qc.ca/fr/eleves/bv/sciences/les-proprietes-des-solutions-s1026","www.alloprof.qc.ca","alloprof.qc.ca",1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"28","French","Paris,Paris,Ile-de-France,France","Énergie","Canonical Scientific Issues","fr","fr","fr","4.12.2022",2,"https://www.energie-info.fr/","www.energie-info.fr","energie-info.fr",1,4,2,1,1,1,0,0,3,"6",5,2,0.811150393813919
"28","French","Kinshasa,Democratic Republic of the Congo","Énergie","Canonical Scientific Issues","fr","fr","cg","4.12.2022",2,"https://www.futura-sciences.com/sciences/definitions/energie-energie-15884/","www.futura-sciences.com","futura-sciences.com",1,1,5,7,3,2,2,3,3,"6",5.5,2.5,0.850089526898731
"28","French","Paris,Paris,Ile-de-France,France","Énergie","Canonical Scientific Issues","fr","fr","fr","4.12.2022",3,"https://www.totalenergies.fr/","www.totalenergies.fr","totalenergies.fr",1,4,2,12,1,1,0,0,3,"6",4,1.5,0.811150393813919
"28","French","Paris,Paris,Ile-de-France,France","Énergie","Canonical Scientific Issues","fr","fr","fr","4.12.2022",4,"https://www.marianne.net/politique/gouvernement/ignorance-stupefiante-lex-haut-commissaire-a-lenergie-atomique-dezingue-linculture-des-politiques","www.marianne.net","marianne.net",3,1,1,11,4,2,2,3,3,"2,5,6",8.5,4.25,0.811150393813919
"28","French","Kinshasa,Democratic Republic of the Congo","Énergie","Canonical Scientific Issues","fr","fr","cg","4.12.2022",4,"https://www.linternaute.com/argent/guide-de-vos-finances/1427598-cheque-energie-exceptionnel-qui-va-le-toucher-en-decembre/","www.linternaute.com","linternaute.com",3,1,5,11,4,2,2,3,3,"5,6",9.5,4.75,0.850089526898731
"28","French","Paris,Paris,Ile-de-France,France","Énergie","Canonical Scientific Issues","fr","fr","fr","4.12.2022",7,"https://www.ledauphine.com/economie/2022/12/04/isere-illuminations-et-energie-la-magie-de-noel-preservee","www.ledauphine.com","ledauphine.com",3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.811150393813919
"28","French","Kinshasa,Democratic Republic of the Congo","Énergie","Canonical Scientific Issues","fr","fr","cg","4.12.2022",7,"https://www.lemonde.fr/idees/article/2022/11/28/energie-l-ue-devrait-abandonner-l-idee-de-plafonnement-des-prix-et-s-attaquer-au-probleme-de-l-egalite-des-conditions-de-concurrence_6151914_3232.html","www.lemonde.fr","lemonde.fr",3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.850089526898731
"28","French","Paris,Paris,Ile-de-France,France","Énergie","Canonical Scientific Issues","fr","fr","fr","4.12.2022",8,"https://www.ecologie.gouv.fr/politiques/energies","www.ecologie.gouv.fr","ecologie.gouv.fr",1,4,1,1,4,1,0,0,3,"6",5,2.75,0.811150393813919
"28","French","Kinshasa,Democratic Republic of the Congo","Énergie","Canonical Scientific Issues","fr","fr","cg","4.12.2022",8,"https://www.techno-science.net/definition/1724.html","www.techno-science.net","techno-science.net",1,1,1,7,1,1,2,3,1,"4,6,9",7,3,0.850089526898731
"28","French","Kinshasa,Democratic Republic of the Congo","Énergie","Canonical Scientific Issues","fr","fr","cg","4.12.2022",9,"https://www.cea.fr/comprendre/Pages/energies/essentiel-sur-energies.aspx","www.cea.fr","cea.fr",1,1,5,3,3,1,2,3,3,"4,5,6",9,3.75,0.850089526898731
"28","French","Paris,Paris,Ile-de-France,France","Énergie","Canonical Scientific Issues","fr","fr","fr","4.12.2022",12,"https://www.larousse.fr/dictionnaires/francais/%C3%A9nergie/29421","www.larousse.fr","larousse.fr",1,1,1,10,1,1,2,3,2,"5",5,2.25,0.811150393813919
"29","French","Paris,Paris,Ile-de-France,France","Poids","Canonical Scientific Issues","fr","fr","fr","4.12.2022",2,"https://www.techno-science.net/definition/1690.html","www.techno-science.net","techno-science.net",1,1,1,7,1,2,2,3,2,"6,7,8",7.5,3.5,0.986083413120805
"29","French","Paris,Paris,Ile-de-France,France","Poids","Canonical Scientific Issues","fr","fr","fr","4.12.2022",3,"https://www.larousse.fr/dictionnaires/francais/poids/61976","www.larousse.fr","larousse.fr",1,1,1,10,1,1,2,3,2,"5",5,2.25,0.986083413120805
"29","French","Paris,Paris,Ile-de-France,France","Poids","Canonical Scientific Issues","fr","fr","fr","4.12.2022",5,"https://www.cnrtl.fr/definition/poids","www.cnrtl.fr","cnrtl.fr",1,1,1,1,1,1,2,3,3,"9",6,3,0.986083413120805
"29","French","Kinshasa,Democratic Republic of the Congo","Poids","Canonical Scientific Issues","fr","fr","cg","4.12.2022",10,"https://www.futura-sciences.com/sciences/questions-reponses/physique-difference-poids-masse-objet-6985/","www.futura-sciences.com","futura-sciences.com",1,1,1,7,4,2,2,3,3,"6",8.5,4.5,1
"29","French","Paris,Paris,Ile-de-France,France","Poids","Canonical Scientific Issues","fr","fr","fr","4.12.2022",10,"https://www.amazon.fr/Entra%C3%AEnement-musculaire-poids-accessoires/b?ie=UTF8&node=26389299031","www.amazon.fr","amazon.fr",1,4,2,12,1,1,0,0,0,"5,6",4,1.25,0.986083413120805
"35","French","Paris,Paris,Ile-de-France,France","Système solaire","Canonical Scientific Issues","fr","fr","fr","4.12.2022",1,"https://www.numerama.com/sciences/877361-tout-savoir-sur-le-systeme-solaire.html","www.numerama.com","numerama.com",1,1,5,11,4,2,2,3,2,"3,4,5,6,7",6.5,3,0.888278002928178
"35","French","Paris,Paris,Ile-de-France,France","Système solaire","Canonical Scientific Issues","fr","fr","fr","4.12.2022",3,"https://www.larousse.fr/encyclopedie/divers/Syst%C3%A8me_solaire/185915","www.larousse.fr","larousse.fr",1,1,5,10,1,1,2,3,2,"5,6",7,3,0.888278002928178
"35","French","Paris,Paris,Ile-de-France,France","Système solaire","Canonical Scientific Issues","fr","fr","fr","4.12.2022",5,"https://www.youtube.com/watch?v=NIyjtgvRcnQ","www.youtube.com","youtube.com",2,1,3,14,4,3,2,3,3,"6,8,3,5",11,5.5,0.888278002928178
"35","French","Paris,Paris,Ile-de-France,France","Système solaire","Canonical Scientific Issues","fr","fr","fr","4.12.2022",7,"https://www.nationalgeographic.fr/video/tv/comprendre-le-systeme-solaire","www.nationalgeographic.fr","nationalgeographic.fr",2,1,3,7,4,2,2,3,2,"6",7.5,3.75,0.888278002928178
"35","French","Paris,Paris,Ile-de-France,France","Système solaire","Canonical Scientific Issues","fr","fr","fr","4.12.2022",8,"https://www.le-systeme-solaire.net/","www.le-systeme-solaire.net","le-systeme-solaire.net",1,1,5,7,1,2,2,3,2,"5,6",6.5,2.75,0.888278002928178
"35","French","Paris,Paris,Ile-de-France,France","Système solaire","Canonical Scientific Issues","fr","fr","fr","4.12.2022",12,"https://www.astrofiles.net/systeme-solaire","www.astrofiles.net","astrofiles.net",1,1,2,7,1,1,2,3,3,"5,6",8,3.25,0.888278002928178
"35","French","Kinshasa,Democratic Republic of the Congo","Système solaire","Canonical Scientific Issues","fr","fr","cg","4.12.2022",12,"https://www.alloprof.qc.ca/fr/eleves/bv/sciences/les-planetes-du-systeme-solaire-s1077","www.alloprof.qc.ca","alloprof.qc.ca",1,1,5,6,1,1,2,3,2,"4,5,6",7,2.75,1
"38","French","Paris,Paris,Ile-de-France,France","Évolution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",1,"https://www.larousse.fr/dictionnaires/francais/%C3%A9volution/31900","www.larousse.fr","larousse.fr",1,1,1,10,1,3,2,3,3,"6",8,3.75,0.968300216204264
"38","French","Paris,Paris,Ile-de-France,France","Évolution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",2,"https://www.evolution-xy.fr/","www.evolution-xy.fr","evolution-xy.fr",1,4,2,12,1,1,0,0,3,"5,6",5,1.75,0.968300216204264
"38","French","Paris,Paris,Ile-de-France,France","Évolution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",4,"https://www.cnrtl.fr/definition/%C3%A9volution","www.cnrtl.fr","cnrtl.fr",1,1,1,1,1,1,2,3,3,"9",6,3,0.968300216204264
"38","French","Paris,Paris,Ile-de-France,France","Évolution","Canonical Scientific Issues","fr","fr","fr","4.12.2022",10,"https://www.pokepedia.fr/%C3%89volution","www.pokepedia.fr","pokepedia.fr",1,4,5,10,4,1,0,0,0,"5,6,",6,3,0.968300216204264
"38","French","Kinshasa,Democratic Republic of the Congo","Évolution","Canonical Scientific Issues","fr","fr","cg","4.12.2022",10,"https://onlinelibrary.wiley.com/journal/15585646","onlinelibrary.wiley.com","wiley.com",1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"39","French","Paris,Paris,Ile-de-France,France","PCR","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",1,"http://www.ens-lyon.fr/RELIE/PCR/principe/anim/presentation.htm","www.ens-lyon.fr","ens-lyon.fr",1,1,1,5,1,1,2,3,1,"1",3,1.5,0.791178963786592
"39","French","Paris,Paris,Ile-de-France,France","PCR","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",2,"https://www.sante.fr/cf/centres-depistage-covid.html","www.sante.fr","sante.fr",1,4,6,1,1,1,0,0,3,"6",5,2,0.791178963786592
"39","French","Paris,Paris,Ile-de-France,France","PCR","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",3,"https://www.ameli.fr/assure/covid-19/tester-alerter-proteger-comprendre-la-strategie-pour-stopper-l-epidemie/les-tests-de-depistage-du-covid-19/les-tests-de-depistage-rt-pcr","www.ameli.fr","ameli.fr",1,1,5,1,4,1,2,3,3,"5,6",10,5,0.791178963786592
"39","French","Kinshasa,Democratic Republic of the Congo","PCR","Novel Science and Technology Issues","fr","fr","cg","4.12.2022",3,"https://www.futura-sciences.com/sante/definitions/genetique-pcr-91/","www.futura-sciences.com","futura-sciences.com",1,1,5,7,4,2,2,3,1,"5,6",6.5,3.25,1
"39","French","Paris,Paris,Ile-de-France,France","PCR","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",5,"https://www.youtube.com/watch?v=3dUaw6W1VAA","www.youtube.com","youtube.com",2,1,3,14,4,2,2,3,2,"3,6",6.5,3.25,0.791178963786592
"39","French","Paris,Paris,Ile-de-France,France","PCR","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",7,"https://www.youtube.com/watch?v=-DuZh7I7f_I","www.youtube.com","youtube.com",2,1,3,14,4,1,2,3,2,"3,6",5,2.5,0.791178963786592
"39","French","Kinshasa,Democratic Republic of the Congo","PCR","Novel Science and Technology Issues","fr","fr","cg","4.12.2022",7,"https://www.supagro.fr/ress-tice/PCR/1/co/definition.html","www.supagro.fr","supagro.fr",1,1,5,3,1,1,2,3,1,"4,5,6",6,2.25,1
"39","French","Paris,Paris,Ile-de-France,France","PCR","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",11,"https://www.synlab.fr/le-test-rt-pcr/","www.synlab.fr","synlab.fr",1,4,5,9,4,1,0,0,3,"5,6",7,3.5,0.791178963786592
"39","French","Kinshasa,Democratic Republic of the Congo","PCR","Novel Science and Technology Issues","fr","fr","cg","4.12.2022",11,"https://www.clinisciences.com/achat/cat-pcr-conventionnelle-3473.html","www.clinisciences.com","clinisciences.com",1,1,5,12,1,1,2,3,1,"5",3,1.25,1
"43","French","Paris,Paris,Ile-de-France,France","génome","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",1,"http://www2.cnrs.fr/sites/communique/fichier/8_genome_humain.pdf","www2.cnrs.fr","cnrs.fr",1,1,1,1,1,1,2,3,2,"1",4,2,0.903367024754843
"43","French","Paris,Paris,Ile-de-France,France","génome","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",3,"https://www.futura-sciences.com/sante/definitions/genetique-genome-154/","www.futura-sciences.com","futura-sciences.com",1,1,5,7,1,1,2,3,2,"5,6,",5,2,0.903367024754843
"43","French","Paris,Paris,Ile-de-France,France","génome","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",4,"https://www.youtube.com/watch?v=pnYNsbCWBLg","www.youtube.com","youtube.com",2,1,3,14,3,3,2,3,2,"3,5,6",7,3,0.903367024754843
"43","French","Paris,Paris,Ile-de-France,France","génome","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",6,"https://www.youtube.com/watch?v=eevP4Jmih7c","www.youtube.com","youtube.com",2,1,3,14,3,3,2,3,2,"3,5,6",7,3,0.903367024754843
"43","French","Kinshasa,Democratic Republic of the Congo","génome","Novel Science and Technology Issues","fr","fr","cg","4.12.2022",6,"https://www.youtube.com/watch?v=TCnG7R50IlU","www.youtube.com","youtube.com",2,1,3,14,3,3,2,3,2,"3,4,5,6,7",6,2.25,0.869807121932594
"43","French","Paris,Paris,Ile-de-France,France","génome","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",7,"https://www.techno-science.net/glossaire-definition/Genome.html","www.techno-science.net","techno-science.net",1,1,5,7,1,1,2,3,1,"4,5,6",6,2.25,0.903367024754843
"43","French","Kinshasa,Democratic Republic of the Congo","génome","Novel Science and Technology Issues","fr","fr","cg","4.12.2022",8,"https://planet-vie.ens.fr/thematiques/manipulations-en-laboratoire/la-revolution-de-la-genomique-les-nouvelles-methodes-de","planet-vie.ens.fr","ens.fr",1,1,5,6,4,3,2,3,1,"4,5,6,7,8",9,4.25,0.869807121932594
"43","French","Paris,Paris,Ile-de-France,France","génome","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",12,"https://planet-vie.ens.fr/thematiques/manipulations-en-laboratoire/le-sequencage-des-genomes","planet-vie.ens.fr","ens.fr",1,1,5,6,2,3,2,3,1,"2,5,6",7,3,0.903367024754843
"44","French","Paris,Paris,Ile-de-France,France","Mars","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",3,"https://www.futura-sciences.com/sciences/actualites/mars-mars-va-disparaitre-ciel-8-decembre-spectacle-ne-pas-manquer-101997/","www.futura-sciences.com","futura-sciences.com",3,1,5,7,4,2,2,3,3,"5,6,",10.5,5.25,0.990117338797437
"44","French","Paris,Paris,Ile-de-France,France","Mars","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",6,"https://www.bfmtv.com/sciences/des-tsunamis-geants-ont-frappe-mars-il-y-a-des-milliards-d-annees-selon-une-etude-americaine_AN-202212030256.html","www.bfmtv.com","bfmtv.com",3,1,5,11,4,2,2,3,3,"5,6",7.5,3.75,0.990117338797437
"44","French","Paris,Paris,Ile-de-France,France","Mars","Novel Science and Technology Issues","fr","fr","fr","4.12.2022",7,"https://cnes.fr/fr/la-planete-mars","cnes.fr","cnes.fr",1,1,5,3,1,1,2,3,2,"5,6,7",7,3,0.990117338797437
